workerid	Answer.buyers	Answer.gender	Answer.affects	Answer.nativeLanguage	Answer.orders	Answer.domains	Answer.income	Answer.inferredPrices0	Answer.inferredPrices1	Answer.inferredPrices2	Answer.inferredPrices3	Answer.inferredPrices4	Answer.inferredPrices5	Answer.inferredPrices6	Answer.inferredPrices7	Answer.inferredPrices8	Answer.inferredPrices9	Answer.age	Answer.sentenceIDs	Answer.numberTypes	Answer.utteredPricesRounded	Answer.utteredPrices
A3EOZ3IMHEN3CV	David,Robert,Charles,Fred,Zach,Ivan,Calvin,Kenneth,Ethan,Owen,Alex,Quinn,Luke,Matt,Steve	F	1,0.725,0,1,0.5,1,0.725,0,0.75,1,0,0.5,0.5,0.5,0.75	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,watch,laptop,laptop,laptop,electric kettle,electric kettle,watch,laptop,watch,electric kettle,watch,watch,watch,watch	4	0,0.225,1,0,0,0,0,1,0,0,1,0.15,0.125,0.15,0	0,0.225,1,0,0,0.025,0,1,0,0,1,0.15,0.125,0.175,0	0,0.5,0.275,0,0.225,0,0.6,0,0.6,0,0,1,1,0.225,0	0,0.5,0.25,0,0.225,0,0.625,0,0.6,0,0,1,1,0.225,0	0.225,1,0,0.225,1,0.2,1,0,1,0,0,0.5,0.225,1,0.2	0.25,1,0,0.2,1,0.175,1,0,1,0,0,0.525,0.25,1,0.2	1,0,0,1,0,1,0,0,0,0.225,0,0,0,0,1	1,0,0,1,0,1,0,0,0,0.25,0,0,0,0,1	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	55	4,18,26,29,23,9,3,11,28,15,1,17,12,13,19	round,sharp,sharp,sharp,round,sharp,round,round,sharp,round,round,sharp,round,round,sharp	5000,1000,50,5000,1000,5000,1000,50,1000,10000,50,500,500,1000,5000	5000,1003,48,4998,1000,5003,1000,50,1002,10000,50,499,500,1000,4997
A3HNPSPTA0NIR6	Tom,Gary,Barry,Eric,Owen,Harry,Luke,Bob,Quinn,Nathan,Ethan,Matt,Kenneth,Winston,Alex	F	1,1,1,0.25,0.25,0.25,0.75,0.4,0.4,0.725,0.75,0.775,0.25,0.425,0.25	ENGLISH	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	watch,laptop,laptop,electric kettle,watch,electric kettle,watch,electric kettle,watch,watch,laptop,watch,watch,laptop,electric kettle	4	0,0,0.025,1,0,1,0.025,1,0.025,0.05,0.025,0.025,1,0.025,1	0,0.05,0.05,0.925,0.025,0.925,0.025,0.9,0.025,0,0.025,0,0.875,0,0.925	0.95,0.25,0.775,0,1,0.025,1,0.775,0.9,0.025,0.275,0.025,0.025,0.975,0	0.75,0.25,0.8,0.025,0.9,0.025,0.95,0.725,1,0.025,0.275,0.025,0.025,0.9,0.025	0.3,0.975,0.975,0.025,0,0.025,0,0,0,0.025,0.925,1,0.025,0.025,0	0.3,0.9,0.9,0.025,0.025,0.025,0.025,0.025,0,0.025,1,0.925,0,0.025,0.025	0.15,0,0.025,0.025,0.025,0.025,0.025,0.025,0,0.975,0.025,0.025,0.025,0.025,0.025	0.15,0.025,0,0,0.025,0.025,0.025,0.025,0.025,0.9,0.025,0.025,0.025,0.025,0.025	0,0.025,0,0,0.025,0.025,0.025,0,0.025,0.025,0.025,0.025,0.025,0,0	0,0,0,0,0.025,0.025,0.025,0,0,0,0.025,0.025,0,0.025,0.025	65	20,30,25,5,15,8,12,2,17,14,28,13,11,22,1	sharp,sharp,round,round,round,sharp,round,round,sharp,round,sharp,round,round,round,round	10000,10000,10000,10000,10000,1000,500,500,500,5000,1000,1000,50,500,50	10003,10003,10000,10000,10000,999,500,500,502,5000,998,1000,50,500,50
A2TD6LB9994K72	Charles,Gary,Quinn,Luke,Albert,Kenneth,Steve,Bob,Patrick,Eric,Victor,Nathan,Alex,George,Calvin	M	0,0,0.9,0.95,0.05,0,0.9,0.3,0.975,0,0,0.775,1,0.175,0.1	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,laptop,watch,watch,laptop,watch,watch,electric kettle,watch,electric kettle,laptop,watch,electric kettle,electric kettle,electric kettle	6	0.275,0.25,0.15,0.025,0.1,0.125,0.025,0.875,0.95,0.975,0.15,0.525,0.95,0.95,0.9	0.275,0.275,0.15,0,0.025,0.1,0.075,0.9,0.925,0.95,0.125,0.5,0.95,0.95,0.95	0.7,0.9,0.85,0.925,0.9,0.875,0.9,0.375,0.375,0.4,0.9,0.625,0.4,0.225,0.625	0.85,0.875,0.85,0.925,0.85,0.95,0.875,0.25,0.375,0.325,0.925,0.725,0.275,0.25,0.65	0.825,0.675,0.775,0.725,0.7,0.75,0.75,0.025,0.05,0.025,0.7,0.85,0.05,0.025,0.075	0.575,0.6,0.8,0.675,0.75,0.75,0.775,0.025,0.025,0.025,0.775,0.85,0.075,0.05,0.025	0.025,0.05,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0.875,0.05,0.025,0.025	0,0.05,0.025,0.025,0.025,0.025,0,0.025,0.025,0.025,0.025,0.875,0.05,0.05,0.025	0,0.05,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0.825,0.025,0.025,0.05	0,0.05,0.05,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0.875,0.025,0.05,0.025	35	26,30,17,12,24,11,19,2,16,5,21,14,1,7,3	sharp,sharp,sharp,round,round,round,sharp,round,sharp,round,round,round,round,sharp,round	50,10000,500,500,5000,50,5000,500,50,10000,50,5000,50,500,1000	48,9997,498,500,5000,50,4999,500,51,10000,50,5000,50,503,1000
ACJJUQ96T22RC	Harry,Bob,Steve,David,Victor,Ivan,Winston,Frank,George,Owen,Calvin,Albert,Luke,Ethan,Barry	F	1,0.75,1,1,0,1,0.75,0.25,0.75,1,1,1,0.75,0.75,1	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,electric kettle,watch,electric kettle,laptop,electric kettle,laptop,electric kettle,electric kettle,watch,electric kettle,laptop,watch,laptop,laptop	4	0.025,0,0.025,0.025,1,0,0.025,0.775,0,0,0,0,0,0,0	0,0,0.025,0.025,0.825,0,0,1,0,0,0,0,0,0,0	0.475,1,0,0,0.025,0,1,0,0.825,0,0,0,1,0,0	0.475,0.75,0.025,0.025,0.025,0,0.85,0,1,0,0,0,0.875,0,0	0.75,0.175,0.2,0.5,0.025,0,0,0,0,0,1,0,0,0.825,0	1,0.125,0.2,0.15,0.025,0,0,0,0,0,0.825,0,0,1,0	0.2,0,0.8,1,0,0.8,0,0,0,0.5,0.225,1,0,0,0	0.175,0,0.975,0.8,0.025,1,0,0,0,0.5,0.175,0.85,0,0,0	0,0,0.5,0.325,0.025,0.125,0,0,0,1,0,0,0,0,1	0,0,0.5,0.3,0.025,0.1,0,0,0,0.825,0,0.025,0,0,0.8	25	8,2,19,4,21,9,22,6,7,15,3,24,12,28,25	sharp,round,sharp,round,round,sharp,round,sharp,sharp,round,round,round,round,sharp,round	1000,500,5000,5000,50,5000,500,50,500,10000,1000,5000,500,1000,10000	1003,500,5001,5000,50,5002,500,52,502,10000,1000,5000,500,999,10000
AGU5IU3FVGAW0	Victor,Frank,Barry,Daniel,Matt,Albert,Calvin,Harry,Kenneth,Quinn,Winston,Ivan,Charles,Robert,Tom	M	0.75,0.625,0,0.75,0.625,0.45,0.7,0.675,0.7,0.6,0.6,0.725,0.275,0.6,0.075	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,electric kettle,laptop,laptop,watch,laptop,electric kettle,electric kettle,watch,watch,laptop,electric kettle,laptop,watch,watch	0	0.125,0.725,0.125,0.25,0.375,0.2,0.35,0.325,0.55,0.4,0.325,0.45,0.25,0.425,0.375	0.175,0.7,0.225,0.125,0.4,0.2,0.325,0.3,0.55,0.325,0.375,0.35,0.25,0.375,0.325	0.825,0.7,0.725,0.8,0.65,0.6,0.625,0.7,0.625,0.65,0.65,0.675,0.7,0.65,0.4	0.8,0.625,0.725,0.75,0.625,0.675,0.625,0.65,0.7,0.65,0.625,0.675,0.725,0.7,0.5	0.625,0.225,0.625,0.575,0.65,0.625,0.625,0.625,0.65,0.65,0.55,0.65,0.625,0.625,0.625	0.675,0.2,0.675,0.625,0.375,0.625,0.575,0.6,0.7,0.6,0.5,0.65,0.625,0.625,0.575	0,0.2,0.125,0.025,0.325,0.1,0.025,0.25,0.6,0.375,0.4,0.65,0.625,0.325,0.375	0,0.125,0.125,0.025,0.275,0.175,0.1,0.25,0.6,0.275,0.25,0.625,0.5,0.35,0.425	0,0.025,0.025,0.025,0.05,0.025,0.05,0.175,0.025,0.175,0.025,0.025,0.025,0.025,0.025	0,0,0.025,0.025,0.025,0.025,0.05,0.15,0.025,0.025,0.025,0.025,0.025,0.025,0	25	21,6,25,27,13,24,3,8,11,17,22,9,26,18,20	round,sharp,round,sharp,round,round,round,sharp,round,sharp,round,sharp,sharp,sharp,sharp	50,50,10000,500,1000,5000,1000,1000,50,500,500,5000,50,1000,10000	50,52,10000,499,1000,5000,1000,1002,50,503,500,5003,52,1001,9998
A2H5FQFR4C014A	Calvin,Robert,Tom,Albert,Victor,Zach,Barry,Ethan,Bob,Winston,Harry,Gary,Matt,Steve,Charles	M	0.8,0.7,0.775,0.725,0.25,0.5,0.65,0.5,0.6,0.375,0.675,0.725,0.5,0.575,0.15	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,watch,watch,laptop,laptop,laptop,laptop,laptop,electric kettle,laptop,electric kettle,laptop,watch,watch,laptop	8	0.225,0.025,0.05,0.175,0.9,0.2,0.2,0.2,0.15,0.15,0.175,0.125,0.2,0.175,0.725	0.175,0.05,0.075,0.175,0.75,0.2,0.225,0.25,0.175,0.175,0.15,0.175,0.175,0.175,0.9	0.175,0.05,0.075,0.2,0.2,0.2,0.2,0.175,0.925,0.95,0.175,0.175,0.175,0.15,0.2	0.175,0.05,0.05,0.175,0.2,0.2,0.2,0.175,0.775,0.8,0.15,0.15,0.175,0.175,0.2	0.95,0.625,0.1,0.175,0.2,0.95,0.2,0.7,0.125,0.15,0.7,0.125,0.925,0.175,0.15	0.625,0.925,0.075,0.2,0.175,0.775,0.15,0.925,0.15,0.125,0.925,0.1,0.725,0.15,0.175	0.05,0.025,0.075,0.95,0.2,0.2,0.15,0.15,0.15,0.15,0.125,0.2,0.15,0.75,0.175	0.025,0.025,0.075,0.775,0.175,0.2,0.15,0.15,0.15,0.125,0.175,0.125,0.15,0.925,0.175	0.075,0.025,0.725,0.175,0.175,0.175,0.925,0.175,0.15,0.125,0.15,0.65,0.15,0.2,0.175	0.05,0.025,0.925,0.175,0.175,0.175,0.775,0.175,0.15,0.125,0.15,0.925,0.15,0.175,0.175	25	3,18,20,24,21,23,25,28,2,22,8,30,13,19,26	round,sharp,sharp,round,round,round,round,sharp,round,round,sharp,sharp,round,sharp,sharp	1000,1000,10000,5000,50,1000,10000,1000,500,500,1000,10000,1000,5000,50	1000,998,10002,5000,50,1000,10000,999,500,500,997,9997,1000,5001,52
A2NAABOSB0CQT5	Gary,Jake,Charles,Ethan,Bob,Calvin,Matt,Ivan,Owen,Winston,Quinn,Eric,Barry,Luke,Tom	F	0.25,0.2,0.075,0.85,0.725,0.5,0.25,0.975,0.9,0.225,0.475,0.975,0.95,0.675,0.925	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,electric kettle,laptop,laptop,electric kettle,electric kettle,watch,electric kettle,watch,laptop,watch,electric kettle,laptop,watch,watch	4	0.025,0.725,0.025,0,0.8,0.85,0.5,0.7,0.65,0,0.575,0.725,0.25,0.6,0.575	0,0.725,0.25,0.025,0.95,0.75,0.5,0.825,0.75,0.025,0.5,0.7,0,0.575,0.575	0.75,0.05,0.725,0.625,0.15,0.275,0.75,0.275,0.9,0.725,0.7,0.3,0.725,0.775,0.75	0.6,0.25,0.725,0.65,0.125,0.3,0.825,0.25,0.8,0.5,0.725,0.275,0.75,0.775,0.7	0.675,0.025,0.875,0.775,0.025,0.025,0.975,0.05,0.975,0.775,0.875,0,0.925,0.95,0.9	0.825,0.025,0.925,0.725,0.025,0.025,0.875,0.025,1,0.8,0.85,0.025,0.925,0.975,0.875	0.25,0.025,0.025,0.025,0.025,0,0.875,0.025,0.975,0.025,0.975,0,0.225,0.025,0.275	0.375,0.025,0.025,0.025,0,0.025,0.775,0.025,0.975,0.025,0.825,0.025,0.2,0,0.25	0.05,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025	0.25,0.025,0,0,0.025,0,0.025,0,0.025,0,0,0.025,0.025,0,0	55	30,10,26,28,2,3,13,9,15,22,17,5,25,12,20	sharp,sharp,sharp,sharp,round,round,round,sharp,round,round,sharp,round,round,round,sharp	10000,10000,50,1000,500,1000,1000,5000,10000,500,500,10000,10000,500,10000	9998,9998,51,998,500,1000,1000,5003,10000,500,503,10000,10000,500,10003
A287OIEBGAKC4	Fred,Patrick,David,Charles,Matt,Kenneth,Nathan,Steve,Luke,Daniel,Gary,Victor,Zach,Frank,Harry	F	1,0.525,0.975,0.075,0.725,0.475,0.925,0.975,0.75,0.65,0.975,0.05,0.7,0.5,0.725	korean	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,watch,electric kettle,laptop,watch,watch,watch,watch,watch,laptop,laptop,laptop,laptop,electric kettle,electric kettle	0	0.075,0.075,0.125,0.15,0.125,0.5,0.05,0.1,0.05,0.1,0.025,0.075,0.3,0.65,0.075	0.125,1,0.15,0.15,0.1,0.5,0.075,0.075,0.025,0.1,0.025,0.075,0.4,0.825,0.075	0.1,0.075,0.125,0.75,0.65,0.5,0.675,0.5,0.95,0.9,0.5,0.4,0.45,0.225,0.35	0.1,0.075,0.1,0.6,0.725,0.5,0.6,0.5,0.9,0.95,0.5,0.325,0.4,0.025,0.375	0.1,0.025,0.1,0.05,0.825,0.075,0.45,0.775,0.075,0.075,0.5,0.25,0.8,0.075,0.15	0.1,0,0.1,0.075,0.125,0.05,0.45,0.8,0.05,0.05,0.275,0.1,0.75,0.05,0.35	0.1,0,1,0.1,0.075,0.05,0.425,0.875,0.1,0.025,0.175,0.075,0.05,0.05,0.025	0.975,0,0.275,0.1,0.05,0.075,0.325,0.875,0.025,0.025,0.15,0.05,0.05,0.05,0	0.025,0.025,0.075,0.05,0.05,0.05,0.075,0.075,0,0.025,0.075,0.025,0.025,0.05,0	0.025,0.025,0.075,0,0.05,0.05,0.05,0.075,0,0.05,0.125,0,0.05,0.025,0.025	35	29,16,4,26,13,11,14,19,12,27,30,21,23,6,8	sharp,sharp,round,sharp,round,round,round,sharp,round,sharp,sharp,round,round,sharp,sharp	5000,50,5000,50,1000,50,5000,5000,500,500,10000,50,1000,50,1000	4997,51,5000,49,1000,50,5000,5002,500,501,10001,50,1000,53,997
A32UO0DUJ1NX5J	Frank,Ethan,Gary,George,Steve,Tom,Alex,Zach,Quinn,Matt,Albert,Daniel,Nathan,Victor,Winston	M	0.875,0.75,0.75,0.925,0.875,0.65,0.25,0.75,0.8,0.725,0.75,0.375,0.5,0,0.625	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,laptop,laptop,electric kettle,watch,watch,electric kettle,laptop,watch,watch,laptop,laptop,watch,laptop,laptop	4	0.725,0,0,0.625,0.7,0.6,0.9,0.025,0.7,0.725,0.025,0.125,0.725,0.025,0.025	0.875,0.025,0.025,0.65,0.7,0.625,0.825,0.025,0.7,0.725,0.025,0.125,0.725,0.025,0.025	0,0.425,0.65,0.575,0.4,0.55,0.025,0.75,0.575,0.6,0.675,0.9,0.5,0.8,0.925	0,0.35,0.6,0.55,0.375,0.575,0.025,0.725,0.575,0.575,0.7,0.9,0.5,0.8,0.9	0,0.75,0.75,0.075,0.1,0.425,0.025,0.85,0.125,0.5,0.8,0.65,0.4,0.575,0.625	0,0.85,0.775,0.1,0.1,0.425,0.025,0.875,0.125,0.5,0.8,0.6,0.4,0.575,0.65	0,0.025,0.15,0.025,0.05,0.225,0.025,0.375,0.025,0,0.575,0.075,0.025,0,0.05	0,0.025,0.175,0.025,0.05,0.2,0.025,0.35,0.025,0.025,0.55,0.1,0.025,0.025,0.075	0.025,0.025,0.125,0.025,0.025,0,0.025,0.025,0.025,0.025,0.15,0.025,0.025,0.025,0.025	0.025,0.025,0.175,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.15,0.025,0.025,0.025,0.025	25	6,28,30,7,19,20,1,23,17,13,24,27,14,21,22	sharp,sharp,sharp,sharp,sharp,sharp,round,round,sharp,round,round,sharp,round,round,round	50,1000,10000,500,5000,10000,50,1000,500,1000,5000,500,5000,50,500	53,998,10001,502,4998,10003,50,1000,501,1000,5000,502,5000,50,500
AWDJFLGKH1LQG	Tom,Patrick,Robert,Daniel,Bob,David,Fred,Calvin,Gary,Owen,Jake,George,Charles,Eric,Kenneth	M	0.775,0.975,0.275,0.5,0.5,0.775,0.75,0.625,0.775,0.65,0.725,0.65,0.35,0.875,0.25	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	watch,watch,watch,laptop,electric kettle,electric kettle,laptop,electric kettle,laptop,watch,electric kettle,electric kettle,laptop,electric kettle,watch	4	0.225,0.25,0.225,0.225,0.325,0.275,0.25,0.2,0.25,0.2,0.175,0.15,0.95,0.225,0.975	0.25,0.25,0.2,0.225,0.275,0.25,0.25,0.2,0.225,0.2,0.2,0.175,0.975,0.275,0.975	0.725,0.5,0.5,0.95,0.925,0.25,0.25,0.2,0.175,0.25,0.425,0.9,0.4,0.325,0.5	0.725,0.5,0.5,0.95,0.95,0.275,0.25,0.2,0.225,0.35,0.475,0.975,0.35,0.45,0.5	0.95,0.95,0.95,0.5,0.225,0.475,0.4,0.95,0.475,0.45,0.5,0.3,0.275,0.5,0.375	0.975,0.95,0.95,0.5,0.225,0.5,0.45,0.925,0.5,0.5,0.5,0.425,0.275,0.55,0.35	0.95,0.975,0.5,0.5,0.225,0.975,0.95,0.275,0.475,0.575,0.5,0.325,0.25,0.625,0.25	0.95,0.975,0.475,0.5,0.25,0.95,0.975,0.275,0.5,0.725,0.5,0.225,0.225,0.675,0.25	0.95,0.975,0.5,0.5,0.2,0.5,0.5,0.275,0.9,0.975,0.95,0.2,0.225,0.975,0.15	0.95,0.975,0.5,0.5,0.2,0.5,0.5,0.25,0.975,0.975,0.975,0.175,0.175,0.85,0.025	35	20,16,18,27,2,4,29,3,30,15,10,7,26,5,11	sharp,sharp,sharp,sharp,round,round,sharp,round,sharp,round,sharp,sharp,sharp,round,round	10000,50,1000,500,500,5000,5000,1000,10000,10000,10000,500,50,10000,50	9997,52,1002,501,500,5000,5002,1000,10003,10000,9997,501,47,10000,50
AJVJHFHTFLZCN	Winston,Fred,Eric,Zach,Frank,Gary,Luke,Steve,Patrick,Jake,Harry,David,Owen,Albert,Barry	M	0.625,0.925,0.5,0.5,0.575,0.75,0.5,0.875,0.625,0.75,0.75,0.5,0.5,0.5,0.5	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,laptop,electric kettle,laptop,electric kettle,laptop,watch,watch,watch,electric kettle,electric kettle,electric kettle,watch,laptop,laptop	0	0,0,0,0,1,0,0,0,1,0,0,0,0,0,0	0,0,0,0,1,0,0,0,1,0,0.025,0,0,0,0	1,0,0,0,0,0,1,0,0,0.025,0,0,0,0,0	1,0,0,0,0,0,1,0.025,0,0,0.025,0,0,0,0	0,0,0,1,0,0,0,0,0,0,0.975,0,0,0,0	0,0,0,1,0,0,0,0,0,0,1,0,0,0,0	0,1,0,0,0,0,0,1,0,0,0,1,0,1,0	0,1,0,0,0,0,0,1,0,0.025,0,1,0,1,0	0,0,1,0,0,1,0,0.025,0,1,0,0,1,0,1	0,0,1,0,0,1,0,0,0,0.975,0,0,1,0,1	25	22,29,5,23,6,30,12,19,16,10,8,4,15,24,25	round,sharp,round,round,sharp,sharp,round,sharp,sharp,sharp,sharp,round,round,round,round	500,5000,10000,1000,50,10000,500,5000,50,10000,1000,5000,10000,5000,10000	500,5003,10000,1000,53,10001,500,4998,47,9998,1003,5000,10000,5000,10000
A1G3GN1MWUT25I	Fred,Barry,Nathan,Calvin,Gary,Harry,Matt,Robert,Daniel,Winston,Victor,Quinn,Eric,Steve,Albert	F	0.9,0.75,0.75,0.75,0.65,0.65,0.65,0.65,0.375,0.25,0.025,0.775,0.925,0.9,0.75	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,laptop,watch,electric kettle,laptop,electric kettle,watch,watch,laptop,laptop,laptop,watch,electric kettle,watch,laptop	4	0.05,0.025,0.025,0.075,0.05,0.025,0.125,0.1,0.05,0.05,0.4,0.1,0.05,0.05,0.075	0.025,0.05,0.05,0.25,0.025,0.325,0.05,0.075,0.05,0.025,0.425,0.175,0.025,0.05,0.05	0.2,0.25,0.4,0.1,0.575,0.35,0.625,0.625,0.725,0.9,0.625,0.375,0.55,0.65,0.7	0.375,0.4,0.5,0.15,0.65,0.125,0.65,0.65,0.825,0.925,0.6,0.35,0.55,0.675,0.7	0.425,0.65,0.375,0.05,0.65,0.05,0.425,0.375,0.7,0.7,0.05,0.05,0.35,0.3,0.625	0.375,0.625,0.4,0.025,0.675,0.075,0.05,0.1,0.4,0.7,0.05,0.075,0.225,0.3,0.625	0.225,0.4,0.05,0.025,0.125,0.075,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.075	0.5,0.3,0.025,0.025,0.05,0.05,0.05,0.05,0.025,0.025,0.05,0.05,0.025,0.05,0.05	0.025,0.025,0.025,0.025,0.025,0.05,0.025,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05	0.025,0.075,0.025,0,0.05,0.025,0.025,0.05,0.025,0.025,0.05,0.025,0.05,0.05,0.075	55	29,25,14,3,30,8,13,18,27,22,21,17,5,19,24	sharp,round,round,round,sharp,sharp,round,sharp,sharp,round,round,sharp,round,sharp,round	5000,10000,5000,1000,10000,1000,1000,1000,500,500,50,500,10000,5000,5000	4998,10000,5000,1000,9998,1001,1000,1001,497,500,50,502,10000,4997,5000
A1C19XPG91AIXX	David,Luke,Ethan,Daniel,Barry,Gary,Bob,Fred,Matt,Calvin,Alex,George,Patrick,Kenneth,Charles	F	0.75,0.75,0.7,0.6,0.825,0.75,0.65,0.75,0.75,0.75,0.25,0.75,0.25,0.25,0.025	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,watch,laptop,laptop,laptop,laptop,electric kettle,laptop,watch,electric kettle,electric kettle,electric kettle,watch,watch,laptop	0	0,0,0,0,0,0,0,0,0,0,1,0,0.325,1,0.3	0,0,0,0,0,0,0,0,0,0,0.725,0,1,0.7,0.975	0,1,0,0,0,0,1,0,0,0,0,0.425,0,0,0	0,0.75,0,1,0,0,0.775,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,1,1,0,0,0,0,0	0,0,1,0,0,0,0,0,0.65,0.7,0,0,0,0,0	0.975,0,0,0,0,0,0,0.275,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0.975,0,0,0,0,0,0,0	0,0,0,0,1,0.4,0,0,0,0,0,0,0,0,0	0,0,0,0,0.675,1,0,0,0,0,0,0,0,0,0	35	4,12,28,27,25,30,2,29,13,3,1,7,16,11,26	round,round,sharp,sharp,round,sharp,round,sharp,round,round,round,sharp,sharp,round,sharp	5000,500,1000,500,10000,10000,500,5000,1000,1000,50,500,50,50,50	5000,500,998,499,10000,9999,500,5003,1000,1000,50,499,47,50,53
A1TOENP95NEKWN	Charles,Robert,George,Jake,Zach,Harry,Calvin,Quinn,David,Matt,Luke,Nathan,Fred,Bob,Barry	F	0.25,0.975,0.975,0.975,0.25,0.975,0.975,0.975,0.975,0.975,0.75,0.975,0.975,0.975,1	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	laptop,watch,electric kettle,electric kettle,laptop,electric kettle,electric kettle,watch,electric kettle,watch,watch,watch,laptop,electric kettle,laptop	4	0,0.8,0.975,0.975,0.05,0.95,0.95,0.975,0.95,0.95,0.975,0.95,0,0.95,0.05	0.05,0.825,0.95,0.95,0,0.975,0.975,0.975,0.975,0.95,0.95,0.975,0.025,0.925,0.025	0.8,0.8,0.025,0.3,0.8,0.275,0.175,0.75,0.275,0.8,0.775,0.825,0.75,0.325,0.7	0.8,0.8,0,0.275,0.775,0.275,0.225,0.725,0.325,0.775,0.775,0.8,0.75,0.275,0.7	0.975,0.825,0.025,0,0.975,0.05,0,0.525,0.025,0.5,0.5,0.8,0.95,0.025,0.95	0.95,0.85,0,0.05,1,0.025,0.05,0.5,0.025,0.5,0.5,0.825,0.95,0.025,0.95	0.3,0.2,0.05,0,0.025,0.05,0.05,0.5,0.025,0.5,0.5,0.8,0.75,0.025,0.275	0.3,0.3,0.025,0.025,0.05,0.05,0.025,0.5,0.05,0.5,0.5,0.825,0.775,0.025,0.3	0.05,0.325,0.05,0.025,0.075,0.05,0.025,0,0.05,0.025,0.025,0.275,0.1,0.025,0.025	0.075,0.25,0.05,0.05,0.075,0.05,0.025,0,0.025,0.025,0.025,0.3,0.05,0,0	55	26,18,7,10,23,8,3,17,4,13,12,14,29,2,25	sharp,sharp,sharp,sharp,round,sharp,round,sharp,round,round,round,round,sharp,round,round	50,1000,500,10000,1000,1000,1000,500,5000,1000,500,5000,5000,500,10000	49,1003,498,9999,1000,1002,1000,499,5000,1000,500,5000,4999,500,10000
A2B8HPIZDKYKDR	Bob,Charles,David,Alex,Daniel,Ethan,Kenneth,Frank,Nathan,Eric,Zach,Barry,Ivan,Harry,George	M	0.925,0,1,0.25,0.625,0.85,0.15,0.25,1,1,0.75,1,1,1,0.95	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	electric kettle,laptop,electric kettle,electric kettle,laptop,laptop,watch,electric kettle,watch,electric kettle,laptop,laptop,electric kettle,electric kettle,electric kettle	6	0.975,0.025,1,1,0.025,0,0.725,0.725,0.05,1,0.025,0.025,1,1,1	0.975,0.025,0.95,1,0,0.025,0.725,0.975,0.05,0.75,0.025,0.025,1,1,1	0,0.75,0,0.025,0.725,0.5,0.275,0,0.175,0,0.5,0.5,0,0.025,0	0.025,0.75,0,0,0.725,0.5,0.275,0.025,0.15,0,0.5,0.5,0,0,0	0.025,0.575,0,0.025,0.375,0.725,0.125,0,0.2,0.025,0.75,0.7,0,0.025,0	0.025,0.575,0,0.025,0.35,0.725,0.125,0.025,0.175,0,0.75,0.5,0,0.025,0	0.025,0.05,0,0,0.025,0,0,0.025,0.55,0.025,0.025,0.025,0,0,0	0.025,0,0.025,0,0.025,0.025,0.025,0.025,0.55,0,0.025,0,0,0,0	0.025,0.025,0,0.025,0,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0.025,0	0,0,0,0.025,0.025,0.025,0,0.025,0,0,0,0.025,0,0.025,0	45	2,26,4,1,27,28,11,6,14,5,23,25,9,8,7	round,sharp,round,round,sharp,sharp,round,sharp,round,round,round,round,sharp,sharp,sharp	500,50,5000,50,500,1000,50,50,5000,10000,1000,10000,5000,1000,500	500,47,5000,50,499,999,50,47,5000,10000,1000,10000,4998,1001,502
